"Year","Beach ID","Beach Name","BeachDescription","State Code","County","WaterbodyName","WaterbodyType","Beach Status","Beach Access","Beach Owner","Reported","Tier"
"2018","NY498489","SHOREHAM VILLAGE BEACH","beach","NY","SUFFOLK","Long Island Sound","Sound, Bay, or Inlet","No advisory or closure","Public","Public","Y","2"
"2017","NY498489","SHOREHAM VILLAGE BEACH","beach","NY","SUFFOLK","Long Island Sound","Sound, Bay, or Inlet","No advisory or closure","Public","Public","Y","2"
"2018","NY382589","SHORT BEACH","beach","NY","SUFFOLK","Long Island Sound","Sound, Bay, or Inlet","No advisory or closure","Public","Public","Y","2"
"2017","NY382589","SHORT BEACH","beach","NY","SUFFOLK","Long Island Sound","Sound, Bay, or Inlet","No advisory or closure","Public","Public","Y","2"
"2018","NY169086","SILVER SANDS MOTEL","beach","NY","SUFFOLK","Atlantic Ocean","Sound, Bay, or Inlet","No advisory or closure","Public","Public","Y","2"
"2017","NY169086","SILVER SANDS MOTEL","beach","NY","SUFFOLK","Atlantic Ocean","Sound, Bay, or Inlet","No advisory or closure","Public","Public","Y","2"
"2018","NY875308","SMITH POINT COUNTY PARK","beach","NY","SUFFOLK","Atlantic Ocean","Open Coast","No advisory or closure","Public","Public","Y","3"
"2017","NY875308","SMITH POINT COUNTY PARK","beach","NY","SUFFOLK","Atlantic Ocean","Open Coast","No advisory or closure","Public","Public","Y","3"
"2018","NY342581","SOUND BEACH POA - EAST","beach","NY","SUFFOLK","Long Island Sound","Sound, Bay, or Inlet","No advisory or closure","Public","Private","Y","1"
"2017","NY342581","SOUND BEACH POA - EAST","beach","NY","SUFFOLK","Long Island Sound","Sound, Bay, or Inlet","Dormant","Public","Private","Y","1"
"2018","NY871151","SOUND BEACH POA - WEST","beach","NY","SUFFOLK","Long Island Sound","Sound, Bay, or Inlet","No advisory or closure","Public","Private","Y","1"
"2017","NY871151","SOUND BEACH POA - WEST","beach","NY","SUFFOLK","Long Island Sound","Sound, Bay, or Inlet","No advisory or closure","Public","Private","Y","1"
"2018","NY572777","SOUND VIEW BEACH ASSOCIATION","beach","NY","SUFFOLK","Long Island Sound","Sound, Bay, or Inlet","No advisory or closure","Public","Private","Y","2"
"2017","NY572777","SOUND VIEW BEACH ASSOCIATION","beach","NY","SUFFOLK","Long Island Sound","Sound, Bay, or Inlet","No advisory or closure","Public","Private","Y","2"
"2018","NY970379","SOUTH JAMESPORT BEACH","beach","NY","SUFFOLK","Atlantic Ocean","Sound, Bay, or Inlet","No advisory or closure","Public","Public","Y","3"
"2017","NY970379","SOUTH JAMESPORT BEACH","beach","NY","SUFFOLK","Atlantic Ocean","Sound, Bay, or Inlet","No advisory or closure","Public","Public","Y","3"
"2018","NY157172","SOUTH LAKE DRIVE BEACH","beach","NY","SUFFOLK","-","-","Historical","Public","Public","N","3"
"2017","NY157172","SOUTH LAKE DRIVE BEACH","beach","NY","SUFFOLK","-","-","Historical","Public","Public","N","3"
"2018","NY744269","SOUTHAMPTON BATH AND TENNIS","beach","NY","SUFFOLK","Atlantic Ocean","Open Coast","No advisory or closure","Public","Private","Y","3"
"2017","NY744269","SOUTHAMPTON BATH AND TENNIS","beach","NY","SUFFOLK","Atlantic Ocean","Open Coast","No advisory or closure","Public","Private","Y","3"
"2018","NY930424","SOUTHAMPTON PECONIC BEACH AND TENNIS CLUB","beach","NY","SUFFOLK","Atlantic Ocean","Sound, Bay, or Inlet","No advisory or closure","Public","Private","Y","3"
"2017","NY930424","SOUTHAMPTON PECONIC BEACH AND TENNIS CLUB","beach","NY","SUFFOLK","Atlantic Ocean","Sound, Bay, or Inlet","No advisory or closure","Public","Private","Y","3"
"2018","NY109767","SOUTHOLD BEACH","beach","NY","SUFFOLK","Long Island Sound","Sound, Bay, or Inlet","No advisory or closure","Public","Public","Y","3"
"2017","NY109767","SOUTHOLD BEACH","beach","NY","SUFFOLK","Long Island Sound","Sound, Bay, or Inlet","No advisory or closure","Public","Public","Y","3"
"2018","NY553462","STEERS BEACH","beach","NY","SUFFOLK","Long Island Sound","Sound, Bay, or Inlet","No advisory or closure","Public","Public","Y","2"
"2017","NY553462","STEERS BEACH","beach","NY","SUFFOLK","Long Island Sound","Sound, Bay, or Inlet","No advisory or closure","Public","Public","Y","2"
"2018","NY615322","STONY BROOK BEACH","beach","NY","SUFFOLK","Long Island Sound","Sound, Bay, or Inlet","No advisory or closure","Public","Public","Y","2"
"2017","NY615322","STONY BROOK BEACH","beach","NY","SUFFOLK","Long Island Sound","Sound, Bay, or Inlet","No advisory or closure","Public","Public","Y","2"
"2018","NY289627","STONY BROOK YACHT CLUB","beach","NY","SUFFOLK","Long Island Sound","Sound, Bay, or Inlet","Dormant","Public","Private","N","1"
"2017","NY289627","STONY BROOK YACHT CLUB","beach","NY","SUFFOLK","Long Island Sound","Sound, Bay, or Inlet","Dormant","Public","Private","N","1"
"2018","NY908578","SUNKEN MEADOW STATE PARK","beach","NY","SUFFOLK","Long Island Sound","Sound, Bay, or Inlet","No advisory or closure","Public","Public","Y","2"
"2017","NY908578","SUNKEN MEADOW STATE PARK","beach","NY","SUFFOLK","Long Island Sound","Sound, Bay, or Inlet","No advisory or closure","Public","Public","Y","2"
"2018","NY749215","SUNKEN MEADOW STATE PARK - EAST","beach","NY","SUFFOLK","Long Island Sound","Sound, Bay, or Inlet","No advisory or closure","Public","Public","Y","2"
"2017","NY749215","SUNKEN MEADOW STATE PARK - EAST","beach","NY","SUFFOLK","Long Island Sound","Sound, Bay, or Inlet","No advisory or closure","Public","Public","Y","2"
"2018","NY826249","SURF CLUB OF QUOGUE","beach","NY","SUFFOLK","Atlantic Ocean","Open Coast","No advisory or closure","Public","Private","Y","3"
"2017","NY826249","SURF CLUB OF QUOGUE","beach","NY","SUFFOLK","Atlantic Ocean","Open Coast","No advisory or closure","Public","Private","Y","3"
"2018","NY912367","SWORDFISH CLUB","beach","NY","SUFFOLK","Atlantic Ocean","Open Coast","No advisory or closure","Public","Private","Y","3"
"2017","NY912367","SWORDFISH CLUB","beach","NY","SUFFOLK","Atlantic Ocean","Open Coast","No advisory or closure","Public","Private","Y","3"
"2018","MA698753","Savin Hill (DCR)","Marine Public Beach","MA","SUFFOLK","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA698753","Savin Hill (DCR)","Marine Public Beach","MA","SUFFOLK","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA667947","Short (DCR)","Marine Public Beach","MA","SUFFOLK","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA667947","Short (DCR)","Marine Public Beach","MA","SUFFOLK","-","-","No advisory or closure","Public","Public","N","2"
"2018","MA687430","Spectacle Island (DCR)","Marine Public Beach","MA","SUFFOLK","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA687430","Spectacle Island (DCR)","Marine Public Beach","MA","SUFFOLK","-","-","No advisory or closure","Public","Public","N","2"
"2018","NY643679","TANNER PARK","beach","NY","SUFFOLK","Atlantic Ocean","Sound, Bay, or Inlet","No advisory or closure","Public","Public","Y","1"
"2017","NY643679","TANNER PARK","beach","NY","SUFFOLK","Atlantic Ocean","Sound, Bay, or Inlet","No advisory or closure","Public","Public","Y","1"
"2018","NY451928","TERRACES ON THE SOUND","beach","NY","SUFFOLK","Long Island Sound","Sound, Bay, or Inlet","No advisory or closure","Public","Private","Y","1"
"2017","NY451928","TERRACES ON THE SOUND","beach","NY","SUFFOLK","Long Island Sound","Sound, Bay, or Inlet","No advisory or closure","Public","Private","Y","1"
"2018","NY219169","TIANA BEACH","beach","NY","SUFFOLK","Atlantic Ocean","Open Coast","No advisory or closure","Public","Public","Y","3"
"2017","NY219169","TIANA BEACH","beach","NY","SUFFOLK","Atlantic Ocean","Open Coast","No advisory or closure","Public","Public","Y","3"
"2018","NY231287","TIANA SHORES ASSOCIATION","beach","NY","SUFFOLK","Atlantic Ocean","Sound, Bay, or Inlet","No advisory or closure","Public","Private","Y","2"
"2017","NY231287","TIANA SHORES ASSOCIATION","beach","NY","SUFFOLK","Atlantic Ocean","Sound, Bay, or Inlet","No advisory or closure","Public","Private","Y","2"
"2018","NY790817","TIDES PROPERTY OWNERS ASSOCIATION","beach","NY","SUFFOLK","Long Island Sound","Sound, Bay, or Inlet","No advisory or closure","Public","Private","Y","1"
"2017","NY790817","TIDES PROPERTY OWNERS ASSOCIATION","beach","NY","SUFFOLK","Long Island Sound","Sound, Bay, or Inlet","No advisory or closure","Public","Private","Y","1"
"2018","NY225186","TRUMAN'S BEACH","beach","NY","SUFFOLK","-","-","Historical","Private","Private","N","3"
"2017","NY225186","TRUMAN'S BEACH","beach","NY","SUFFOLK","-","-","Historical","Private","Private","N","3"
"2018","NY642121","TWO-MILE HOLLOW BEACH","beach","NY","SUFFOLK","Atlantic Ocean","Sound, Bay, or Inlet","No advisory or closure","Public","Public","Y","3"
"2017","NY642121","TWO-MILE HOLLOW BEACH","beach","NY","SUFFOLK","Atlantic Ocean","Sound, Bay, or Inlet","No advisory or closure","Public","Public","Y","3"
"2018","MA124463","Tenean (DCR)","Marine Public Beach","MA","SUFFOLK","-","-","No advisory or closure","Public","Public","N","1"
"2017","MA124463","Tenean (DCR)","Marine Public Beach","MA","SUFFOLK","-","-","No advisory or closure","Public","Public","N","1"
"2018","NY106799","VALLEY GROVE BEACH","beach","NY","SUFFOLK","Long Island Sound","Sound, Bay, or Inlet","No advisory or closure","Public","Private","Y","1"
"2017","NY106799","VALLEY GROVE BEACH","beach","NY","SUFFOLK","Long Island Sound","Sound, Bay, or Inlet","No advisory or closure","Public","Private","Y","1"
"2018","NY853169","VANDERBILT BEACH","beach","NY","SUFFOLK","-","-","Historical","Private","Private","N","1"
"2017","NY853169","VANDERBILT BEACH","beach","NY","SUFFOLK","-","-","Historical","Private","Private","N","1"
"2018","NY826038","VENETIAN SHORES","beach","NY","SUFFOLK","Atlantic Ocean","Sound, Bay, or Inlet","No advisory or closure","Public","Public","Y","1"
"2017","NY826038","VENETIAN SHORES","beach","NY","SUFFOLK","Atlantic Ocean","Sound, Bay, or Inlet","No advisory or closure","Public","Public","Y","1"
"2018","NY242277","VETERAN'S MEMORIAL PARK","beach","NY","SUFFOLK","Atlantic Ocean","Sound, Bay, or Inlet","No advisory or closure","Public","Public","Y","3"
"2017","NY242277","VETERAN'S MEMORIAL PARK","beach","NY","SUFFOLK","Atlantic Ocean","Sound, Bay, or Inlet","No advisory or closure","Public","Public","Y","3"
"2018","NY726260","W. SCOTT CAMERON","beach","NY","SUFFOLK","Atlantic Ocean","Open Coast","No advisory or closure","Public","Public","Y","3"
"2017","NY726260","W. SCOTT CAMERON","beach","NY","SUFFOLK","Atlantic Ocean","Open Coast","No advisory or closure","Public","Public","Y","3"
"2018","NY916346","WADES BEACH","beach","NY","SUFFOLK","Atlantic Ocean","Sound, Bay, or Inlet","No advisory or closure","Public","Public","Y","3"
"2017","NY916346","WADES BEACH","beach","NY","SUFFOLK","Atlantic Ocean","Sound, Bay, or Inlet","No advisory or closure","Public","Public","Y","3"
"2018","NY933417","WADING RIVER BEACH","beach","NY","SUFFOLK","Long Island Sound","Sound, Bay, or Inlet","No advisory or closure","Public","Public","Y","3"
"2017","NY933417","WADING RIVER BEACH","beach","NY","SUFFOLK","Long Island Sound","Sound, Bay, or Inlet","No advisory or closure","Public","Public","Y","3"
"2018","NY709978","WATER MILL BEACH CLUB","beach","NY","SUFFOLK","Atlantic Ocean","Open Coast","No advisory or closure","Public","Private","Y","3"
"2017","NY709978","WATER MILL BEACH CLUB","beach","NY","SUFFOLK","Atlantic Ocean","Open Coast","No advisory or closure","Public","Private","Y","3"
"2018","NY466279","WEST ISLIP BEACH","beach","NY","SUFFOLK","Atlantic Ocean","Sound, Bay, or Inlet","No advisory or closure","Public","Public","Y","1"
"2017","NY466279","WEST ISLIP BEACH","beach","NY","SUFFOLK","Atlantic Ocean","Sound, Bay, or Inlet","No advisory or closure","Public","Public","Y","1"
"2018","NY735511","WEST MEADOW BEACH","beach","NY","SUFFOLK","Long Island Sound","Sound, Bay, or Inlet","No advisory or closure","Public","Public","Y","2"
"2017","NY735511","WEST MEADOW BEACH","beach","NY","SUFFOLK","Long Island Sound","Sound, Bay, or Inlet","No advisory or closure","Public","Public","Y","2"
"2018","NY713375","WEST NECK BEACH","beach","NY","SUFFOLK","Long Island Sound","Sound, Bay, or Inlet","No advisory or closure","Public","Public","Y","2"
"2017","NY713375","WEST NECK BEACH","beach","NY","SUFFOLK","Long Island Sound","Sound, Bay, or Inlet","No advisory or closure","Public","Public","Y","2"
"2018","NY405933","WEST OAKS RECREATION CLUB","beach","NY","SUFFOLK","Atlantic Ocean","Sound, Bay, or Inlet","No advisory or closure","Public","Private","Y","2"
"2017","NY405933","WEST OAKS RECREATION CLUB","beach","NY","SUFFOLK","Atlantic Ocean","Sound, Bay, or Inlet","No advisory or closure","Public","Private","Y","2"
"2018","NY664308","WESTHAMPTON HOUSE","beach","NY","SUFFOLK","Atlantic Ocean","Open Coast","No advisory or closure","Public","Private","Y","3"
"2017","NY664308","WESTHAMPTON HOUSE","beach","NY","SUFFOLK","Atlantic Ocean","Open Coast","No advisory or closure","Public","Private","Y","3"
"2018","NY379393","WIBORG BEACH","beach","NY","SUFFOLK","Atlantic Ocean","Open Coast","Dormant","Public","Public","N","3"
"2017","NY379393","WIBORG BEACH","beach","NY","SUFFOLK","Atlantic Ocean","Open Coast","Dormant","Public","Public","N","3"
"2018","NY603914","WILDWOOD STATE PARK BEACH","beach","NY","SUFFOLK","Long Island Sound","Sound, Bay, or Inlet","No advisory or closure","Public","Public","Y","2"
"2017","NY603914","WILDWOOD STATE PARK BEACH","beach","NY","SUFFOLK","Long Island Sound","Sound, Bay, or Inlet","No advisory or closure","Public","Public","Y","2"
"2018","NY571635","WINCOMA BEACH","beach","NY","SUFFOLK","Long Island Sound","Sound, Bay, or Inlet","No advisory or closure","Public","Private","Y","2"
"2017","NY571635","WINCOMA BEACH","beach","NY","SUFFOLK","Long Island Sound","Sound, Bay, or Inlet","No advisory or closure","Public","Private","Y","2"
"2018","NY635787","WOODCLIFF PARK POA","beach","NY","SUFFOLK","Long Island Sound","Sound, Bay, or Inlet","No advisory or closure","Public","Private","Y","3"
"2017","NY635787","WOODCLIFF PARK POA","beach","NY","SUFFOLK","Long Island Sound","Sound, Bay, or Inlet","No advisory or closure","Public","Private","Y","3"
"2018","NY687619","WOODHULL LANDING","beach","NY","SUFFOLK","Long Island Sound","Sound, Bay, or Inlet","No advisory or closure","Public","Private","Y","2"
"2017","NY687619","WOODHULL LANDING","beach","NY","SUFFOLK","Long Island Sound","Sound, Bay, or Inlet","No advisory or closure","Public","Private","Y","2"
"2018","MA570977","Winthrop (DCR)","Marine Public Beach","MA","SUFFOLK","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA570977","Winthrop (DCR)","Marine Public Beach","MA","SUFFOLK","-","-","No advisory or closure","Public","Public","N","2"
"2018","NY827419","YARDARM CONDOMINIUM SOUTH","beach","NY","SUFFOLK","Atlantic Ocean","Open Coast","No advisory or closure","Public","Private","Y","3"
"2017","NY827419","YARDARM CONDOMINIUM SOUTH","beach","NY","SUFFOLK","Atlantic Ocean","Open Coast","No advisory or closure","Public","Private","Y","3"
"2018","MA447128","Yerrill","Marine Public Beach","MA","SUFFOLK","-","-","No advisory or closure","Public","Public","N","2"
"2017","MA447128","Yerrill","Marine Public Beach","MA","SUFFOLK","-","-","No advisory or closure","Public","Public","N","2"
"2018","DE235714","3 R's Road Beach","This is an Unguarded Beach","DE","SUSSEX","-","-","No advisory or closure","Public","Public","N","2"
"2017","DE235714","3 R's Road Beach","This is an Unguarded Beach","DE","SUSSEX","-","-","No advisory or closure","Public","Public","N","2"
"2018","DE096533","Atlantic Beach Near Gordons Pond","This is a Guarded Beach","DE","SUSSEX","-","-","No advisory or closure","Public","Public","N","1"
"2017","DE096533","Atlantic Beach Near Gordons Pond","This is a Guarded Beach","DE","SUSSEX","-","-","No advisory or closure","Public","Public","N","1"
"2018","DE237526","Bethany Beach","This is a Guarded Beach","DE","SUSSEX","-","-","No advisory or closure","Public","Public","N","1"
"2017","DE237526","Bethany Beach","This is a Guarded Beach","DE","SUSSEX","-","-","No advisory or closure","Public","Public","N","1"
"2018","DE955133","Broadkill Beach","This is an Unguarded Beach","DE","SUSSEX","-","-","Historical","Public","Public","N","1"
"2017","DE955133","Broadkill Beach","This is an Unguarded Beach","DE","SUSSEX","-","-","Historical","Public","Public","N","1"
"2018","DE578127","Cape Henlopen Beach","This is a Guarded Beach","DE","SUSSEX","-","-","No advisory or closure","Public","Public","N","1"
"2017","DE578127","Cape Henlopen Beach","This is a Guarded Beach","DE","SUSSEX","-","-","No advisory or closure","Public","Public","N","1"
"2018","DE570520","Conquest Road Beach","This is an Unguarded Beach","DE","SUSSEX","-","-","No advisory or closure","Public","Public","N","2"
"2017","DE570520","Conquest Road Beach","This is an Unguarded Beach","DE","SUSSEX","-","-","No advisory or closure","Public","Public","N","2"
"2018","DE734395","Deauville Beach","This is a Guarded Beach","DE","SUSSEX","-","-","No advisory or closure","Public","Public","N","1"
"2017","DE734395","Deauville Beach","This is a Guarded Beach","DE","SUSSEX","-","-","No advisory or closure","Public","Public","N","1"
"2018","DE156816","Dewey Beach-Dagsworthy ","This is a Guarded Beach","DE","SUSSEX","-","-","No advisory or closure","Public","Public","N","1"
"2017","DE156816","Dewey Beach-Dagsworthy ","This is a Guarded Beach","DE","SUSSEX","-","-","No advisory or closure","Public","Public","N","1"
"2018","DE770315","Dewey Beach-Swedes ","This is a Guarded Beach","DE","SUSSEX","-","-","No advisory or closure","Public","Public","N","1"
"2017","DE770315","Dewey Beach-Swedes ","This is a Guarded Beach","DE","SUSSEX","-","-","No advisory or closure","Public","Public","N","1"
"2018","DE481609","Fenwick Island State Park Beach","This is a Guarded Beach","DE","SUSSEX","-","-","No advisory or closure","Public","Public","N","1"
"2017","DE481609","Fenwick Island State Park Beach","This is a Guarded Beach","DE","SUSSEX","-","-","No advisory or closure","Public","Public","N","1"
"2018","DE189943","Herring Pt. Beach","This is an Unguarded Beach","DE","SUSSEX","-","-","No advisory or closure","Public","Public","N","1"
"2017","DE189943","Herring Pt. Beach","This is an Unguarded Beach","DE","SUSSEX","-","-","No advisory or closure","Public","Public","N","1"
"2018","DE467890","Holt's Landing","state park","DE","SUSSEX","-","-","Historical","Public","Public","N","2"
"2017","DE467890","Holt's Landing","state park","DE","SUSSEX","-","-","Historical","Public","Public","N","2"
"2018","DE371303","Key Box Road Beach","This is an Unguarded Beach","DE","SUSSEX","-","-","No advisory or closure","Public","Public","N","2"
"2017","DE371303","Key Box Road Beach","This is an Unguarded Beach","DE","SUSSEX","-","-","No advisory or closure","Public","Public","N","2"
"2018","DE772723","Lewes Beach North","This is a Guarded Beach","DE","SUSSEX","-","-","No advisory or closure","Public","Public","N","1"
"2017","DE772723","Lewes Beach North","This is a Guarded Beach","DE","SUSSEX","-","-","No advisory or closure","Public","Public","N","1"
"2018","DE772724","Lewes Beach South","This is a Guarded Beach","DE","SUSSEX","-","-","No advisory or closure","Public","Public","N","1"
"2017","DE772724","Lewes Beach South","This is a Guarded Beach","DE","SUSSEX","-","-","No advisory or closure","Public","Public","N","1"
"2018","DE486372","North Indian River Inlet Beach","This is a Guarded Beach","DE","SUSSEX","-","-","No advisory or closure","Public","Public","N","-"
"2017","DE486372","North Indian River Inlet Beach","This is a Guarded Beach","DE","SUSSEX","-","-","No advisory or closure","Public","Public","N","-"
"2018","DE467892","Prime Hook Beach","This is an Unguarded Beach","DE","SUSSEX","-","-","Historical","Public","Public","N","1"
"2017","DE467892","Prime Hook Beach","This is an Unguarded Beach","DE","SUSSEX","-","-","Historical","Public","Public","N","1"
"2018","DE133780","Rehoboth-Queen St Beach","This is a Guarded Beach","DE","SUSSEX","-","-","No advisory or closure","Public","Public","N","-"
"2017","DE133780","Rehoboth-Queen St Beach","This is a Guarded Beach","DE","SUSSEX","-","-","No advisory or closure","Public","Public","N","-"
"2018","DE133781","Rehoboth-Rehoboth Ave Beach","This is a Guarded Beach","DE","SUSSEX","-","-","No advisory or closure","Public","Public","N","1"
"2017","DE133781","Rehoboth-Rehoboth Ave Beach","This is a Guarded Beach","DE","SUSSEX","-","-","No advisory or closure","Public","Public","N","1"
"2018","DE133779","Rehoboth-Virginia Ave Beach","This is a Guarded Beach","DE","SUSSEX","-","-","No advisory or closure","Public","Public","N","1"
"2017","DE133779","Rehoboth-Virginia Ave Beach","This is a Guarded Beach","DE","SUSSEX","-","-","No advisory or closure","Public","Public","N","1"
"2018","DE785659","Slaughter Beach","This is an Unguarded Beach","DE","SUSSEX","-","-","Historical","Public","Public","N","1"
"2017","DE785659","Slaughter Beach","This is an Unguarded Beach","DE","SUSSEX","-","-","Historical","Public","Public","N","1"
"2018","DE177694","South Bethany Beach","This is a Guarded Beach","DE","SUSSEX","-","-","No advisory or closure","Public","Public","N","1"
"2017","DE177694","South Bethany Beach","This is a Guarded Beach","DE","SUSSEX","-","-","No advisory or closure","Public","Public","N","1"
"2018","DE002369","South Indian River Inlet Beach","This is a Guarded Beach","DE","SUSSEX","-","-","No advisory or closure","Public","Public","N","-"
"2017","DE002369","South Indian River Inlet Beach","This is a Guarded Beach","DE","SUSSEX","-","-","No advisory or closure","Public","Public","N","-"
"2018","DE367093","Tower Road-Bayside","state park","DE","SUSSEX","-","-","Historical","Public","Public","N","2"
"2017","DE367093","Tower Road-Bayside","state park","DE","SUSSEX","-","-","Historical","Public","Public","N","2"
"2018","DE874305","Tower Road-Ocean Beach","This is a Guarded Beach","DE","SUSSEX","-","-","No advisory or closure","Public","Public","N","-"
"2017","DE874305","Tower Road-Ocean Beach","This is a Guarded Beach","DE","SUSSEX","-","-","No advisory or closure","Public","Public","N","-"
"2018","DE842777","Town of Fenwick","This is a Guarded Beach","DE","SUSSEX","-","-","No advisory or closure","Public","Public","N","-"
"2017","DE842777","Town of Fenwick","This is a Guarded Beach","DE","SUSSEX","-","-","No advisory or closure","Public","Public","N","-"
"2018","FL968787","CEDAR ISLAND","SANDY, RECREATION","FL","TAYLOR","Gulf of Mexico","Open Coast","Non-Reporting","Private","Public","N","4"
"2017","FL968787","CEDAR ISLAND","SANDY, RECREATION","FL","TAYLOR","Gulf of Mexico","Open Coast","Non-Reporting","Private","Public","N","4"
"2018","FL258693","DARK ISLAND","SANDY, RECREATION","FL","TAYLOR","Gulf of Mexico","Open Coast","Non-Reporting","Private","Public","N","4"
"2017","FL258693","DARK ISLAND","SANDY, RECREATION","FL","TAYLOR","Gulf of Mexico","Open Coast","Non-Reporting","Private","Public","N","4"
"2018","FL588133","DEKLE BEACH","SANDY, RECREATION","FL","TAYLOR","Gulf of Mexico","Open Coast","Non-Reporting","Private","Public","N","4"
"2017","FL588133","DEKLE BEACH","SANDY, RECREATION","FL","TAYLOR","Gulf of Mexico","Open Coast","Non-Reporting","Private","Public","N","4"
"2018","FL222150","HAGEN'S COVE","SANDY, RECREATION","FL","TAYLOR","Gulf of Mexico","Open Coast","Non-Reporting","Public","Public","N","4"
"2017","FL222150","HAGEN'S COVE","SANDY, RECREATION","FL","TAYLOR","Gulf of Mexico","Open Coast","Non-Reporting","Public","Public","N","4"
"2018","FL798934","KEATON BEACH","SANDY, RECREATION","FL","TAYLOR","Gulf of Mexico","Open Coast","Non-Reporting","Public","Public","N","4"
"2017","FL798934","KEATON BEACH","SANDY, RECREATION","FL","TAYLOR","Gulf of Mexico","Open Coast","Non-Reporting","Public","Public","N","4"
"2018","CN951495","Bufflehead","Sandy","CN","TEST","Pacific Ocean","Open Coast","No advisory or closure","Public","Public","Y","1"
"2017","CN951495","Bufflehead","Sandy","CN","TEST","Pacific Ocean","Open Coast","No advisory or closure","Public","Public","Y","1"
"2018","CN599204","Shady Beach","Sunnyville's Shadiest Beach","CN","TEST","Gulf of Mexico","Sound, Bay, or Inlet","No advisory or closure","Private","Private","Y","1"
"2017","CN599204","Shady Beach","Sunnyville's Shadiest Beach","CN","TEST","Gulf of Mexico","Sound, Bay, or Inlet","No advisory or closure","Private","Private","Y","1"
"2018","CN392116","Sunny Beach","Shadyville's Sunniest Beach","CN","TEST","Lake Superior","Open Coast","No advisory or closure","Public","Public","Y","1"
"2017","CN392116","Sunny Beach","Shadyville's Sunniest Beach","CN","TEST","Lake Superior","Open Coast","No advisory or closure","Public","Public","Y","1"
"2018","WA465151","4th Ave Bridge","4th Ave Bridge","WA","THURSTON","-","-","No advisory or closure","Public","Public","N","3"
"2017","WA465151","4th Ave Bridge","4th Ave Bridge","WA","THURSTON","-","-","No advisory or closure","Public","Public","N","3"
"2018","WA743050","81st St. Road End","81st St. Road End","WA","THURSTON","-","-","No advisory or closure","Public","Public","N","3"
"2017","WA743050","81st St. Road End","81st St. Road End","WA","THURSTON","-","-","No advisory or closure","Public","Public","N","3"
"2018","WA617796","Bayview Market Public Access","Bayview Market Public Access","WA","THURSTON","-","-","No advisory or closure","Public","Public","N","3"
"2017","WA617796","Bayview Market Public Access","Bayview Market Public Access","WA","THURSTON","-","-","No advisory or closure","Public","Public","N","3"
"2018","WA284211","Beachcrest Community","Beachcrest Community","WA","THURSTON","-","-","Historical","Private","Private","N","3"
"2017","WA284211","Beachcrest Community","Beachcrest Community","WA","THURSTON","-","-","Historical","Private","Private","N","3"
"2018","WA384370","Boston Harbor Boat Ramp","Boston Harbor Boat Ramp","WA","THURSTON","-","-","No advisory or closure","Public","Public","N","3"
"2017","WA384370","Boston Harbor Boat Ramp","Boston Harbor Boat Ramp","WA","THURSTON","-","-","No advisory or closure","Public","Public","N","3"
"2018","WA698969","Boston Harbor Marina","Boston Harbor Marina","WA","THURSTON","-","-","No advisory or closure","Public","Private","N","3"
"2017","WA698969","Boston Harbor Marina","Boston Harbor Marina","WA","THURSTON","-","-","No advisory or closure","Public","Private","N","3"
"2018","WA467079","Burfoot County Park","Thurston County","WA","THURSTON","Pacific Ocean","Sound, Bay, or Inlet","No advisory or closure","Public","Public","Y","1"
"2017","WA467079","Burfoot County Park","Thurston County","WA","THURSTON","Pacific Ocean","Sound, Bay, or Inlet","No advisory or closure","Public","Public","Y","1"
"2018","WA876801","Buzz's Tavern","Buzz's Tavern","WA","THURSTON","-","-","No advisory or closure","Public","Private","N","3"
"2017","WA876801","Buzz's Tavern","Buzz's Tavern","WA","THURSTON","-","-","No advisory or closure","Public","Private","N","3"
"2018","WA220218","Capitol Land Trust, South Eld Inlet","Capitol Land Trust, South Eld Inlet","WA","THURSTON","-","-","No advisory or closure","Public","Private","N","3"
"2017","WA220218","Capitol Land Trust, South Eld Inlet","Capitol Land Trust, South Eld Inlet","WA","THURSTON","-","-","No advisory or closure","Public","Private","N","3"
"2018","WA368958","Carlyon Beach Country Club","Carlyon Beach Country Club","WA","THURSTON","-","-","Historical","Private","Private","N","3"
"2017","WA368958","Carlyon Beach Country Club","Carlyon Beach Country Club","WA","THURSTON","-","-","Historical","Private","Private","N","3"
"2018","WA440297","East Bay Waterfront Park","East Bay Waterfront Park","WA","THURSTON","-","-","No advisory or closure","Public","Public","N","3"
"2017","WA440297","East Bay Waterfront Park","East Bay Waterfront Park","WA","THURSTON","-","-","No advisory or closure","Public","Public","N","3"
"2018","WA196886","Evergreen State College Beach","Evergreen State College Beach","WA","THURSTON","-","-","No advisory or closure","Public","Public","N","3"
"2017","WA196886","Evergreen State College Beach","Evergreen State College Beach","WA","THURSTON","-","-","No advisory or closure","Public","Public","N","3"
"2018","WA596721","Fiddlehead Marina","Thurston County","WA","THURSTON","Pacific Ocean","Sound, Bay, or Inlet","Non-Reporting","Public","Public","N","2"
"2017","WA596721","Fiddlehead Marina","Thurston County","WA","THURSTON","Pacific Ocean","Sound, Bay, or Inlet","No advisory or closure","Public","Public","N","2"
