beach_id,beach_name,state,county,reasons,indicators,sources,no_of_beach_actions,no_of_days_under_action,closure,rain_advisory,contamination_advisory
NY134025,EAGLE DOCK COMMUNITY BEACH,NY,SUFFOLK,"RAINFALL, ELEVATED BACTERIA","PREEMPTORY ACTION, ENTEROCOCCI",STORM,15,26,3,12,0
NY138455,POINT LOOKOUT PARK DISTRICT,NY,NASSAU,OTHER,OTHER,UNKNOWN,1,1,1,0,0
NY146286,EAST ATLANTIC BEACH,NY,NASSAU,OTHER,OTHER,UNKNOWN,1,2,1,0,0
NY159035,WESTCOTT BEACH STATE PARK - MAIN BEACH,NY,JEFFERSON,"ELEVATED BACTERIA, POLICY, RAINFALL","ECOLI, OTHER, PREEMPTORY ACTION","STORM, UNKNOWN, ALGAE",10,26,6,0,4
NY159820,INC. VILLAGE OF LAUREL HOLLOW,NY,NASSAU,RAINFALL,PREEMPTORY ACTION,STORM,22,27,0,22,0
NY163689,SUNSET BAY BEACH CLUB,NY,CHAUTAUQUA,"ELEVATED BACTERIA, RAINFALL",ECOLI,"STORM, UNKNOWN, OTHER, RUNOFF",6,11,6,0,0
NY168522,GOLD STAR BATTALION BEACH,NY,SUFFOLK,"RAINFALL, ELEVATED BACTERIA, SEWAGE","PREEMPTORY ACTION, ENTEROCOCCI","STORM, OTHER",17,29,4,13,0
NY169186,HAMLIN BEACH STATE PARK - H3A,NY,MONROE,ELEVATED BACTERIA,ECOLI,UNKNOWN,6,11,6,0,0
NY171464,LLOYD HARBOR VILLAGE PARK,NY,SUFFOLK,"RAINFALL, ELEVATED BACTERIA","PREEMPTORY ACTION, ENTEROCOCCI",STORM,13,21,1,12,0
NY176548,WEST FORDHAM STREET ASSOCIATION,NY,BRONX,"RAINFALL, ELEVATED BACTERIA","PREEMPTORY ACTION, ENTEROCOCCI","COMBINED SEWER OVERFLOW, STORM",20,49,0,17,3
NY182382,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,NY,BRONX,"RAINFALL, ELEVATED BACTERIA","PREEMPTORY ACTION, ENTEROCOCCI","COMBINED SEWER OVERFLOW, STORM",18,88,0,14,4
NY185412,WILLOWS ON THE LAKE BEACH,NY,JEFFERSON,POLICY,PREEMPTORY ACTION,ALGAE,1,3,1,0,0
NY186000,ASHAROKEN BEACH,NY,SUFFOLK,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, PREEMPTORY ACTION",STORM,15,26,2,13,0
NY220748,SEAGATE BEACH - 38TH STREET,NY,KINGS,ELEVATED BACTERIA,ENTEROCOCCI,"COMBINED SEWER OVERFLOW, STORM",1,7,0,0,1
NY229514,SEAGATE BEACH - 42ND STREET,NY,KINGS,ELEVATED BACTERIA,ENTEROCOCCI,"COMBINED SEWER OVERFLOW, STORM",1,7,0,0,1
NY238390,HAMLIN BEACH STATE PARK - H3,NY,MONROE,ELEVATED BACTERIA,ECOLI,UNKNOWN,9,19,9,0,0
NY254884,HAMLIN BEACH STATE PARK - H4,NY,MONROE,ELEVATED BACTERIA,ECOLI,UNKNOWN,3,28,3,0,0
NY255107,WILSON-TUSCARORA STATE PARK BEACH,NY,NIAGARA,"OTHER, ELEVATED BACTERIA, RAINFALL","OTHER, ECOLI","STORM, UNKNOWN",5,12,5,0,0
NY255139,GREENTREE CLUB,NY,WESTCHESTER,"RAINFALL, SEWAGE",PREEMPTORY ACTION,"STORM, RUNOFF",13,29,13,0,0
NY259438,MANURSING ISLAND CLUB,NY,WESTCHESTER,ELEVATED BACTERIA,ENTEROCOCCI,STORM,1,3,0,0,1
NY260692,NATHAN HALE BEACH CLUB,NY,SUFFOLK,"RAINFALL, ELEVATED BACTERIA","PREEMPTORY ACTION, ENTEROCOCCI",STORM,15,25,2,13,0
NY266358,DOWIE DALE,NY,OSWEGO,ELEVATED BACTERIA,ECOLI,UNKNOWN,1,2,1,0,0
NY267977,CAMP BAITING HOLLOW,NY,SUFFOLK,ELEVATED BACTERIA,ENTEROCOCCI,"STORM, WILDLIFE",2,6,2,0,0
NY268028,BAYBERRY BEACH AND TENNIS CLUB,NY,SUFFOLK,"RAINFALL, ELEVATED BACTERIA","PREEMPTORY ACTION, ENTEROCOCCI",STORM,14,23,1,13,0
NY271506,EVANGOLA STATE PARK BEACH,NY,ERIE,"OTHER, ELEVATED BACTERIA, SEWAGE","OTHER, ECOLI","UNKNOWN, STORM, SANITARY SEWER OVERFLOW",11,19,7,0,4
NY276753,BREEZY POINT - REID AVE.,NY,QUEENS,ELEVATED BACTERIA,ENTEROCOCCI,"COMBINED SEWER OVERFLOW, STORM",1,13,0,0,1
NY280017,CHEDMARDO,NY,OSWEGO,ELEVATED BACTERIA,ECOLI,UNKNOWN,1,7,1,0,0
NY300205,LOCUST POINT YACHT CLUB,NY,BRONX,"RAINFALL, ELEVATED BACTERIA","PREEMPTORY ACTION, ENTEROCOCCI","COMBINED SEWER OVERFLOW, STORM",18,56,0,16,2
NY301679,HUNTINGTON BEACH COMMUNITY ASSOC.,NY,SUFFOLK,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, PREEMPTORY ACTION",STORM,20,45,7,13,0
NY304236,SOUTHWICK BEACH STATE PARK,NY,JEFFERSON,"ELEVATED BACTERIA, OTHER","ECOLI, OTHER","UNKNOWN, STORM",4,8,4,0,0
NY307714,EVANS TOWN PARK,NY,ERIE,"ELEVATED BACTERIA, MODEL",ECOLI,"RUNOFF, UNKNOWN",12,33,12,0,0
NY309842,PIONEER CAMP,NY,ERIE,ELEVATED BACTERIA,ECOLI,"RUNOFF, UNKNOWN",5,9,5,0,0
NY311083,WOLFE'S POND PARK,NY,RICHMOND,ELEVATED BACTERIA,ENTEROCOCCI,"COMBINED SEWER OVERFLOW, STORM",1,2,0,0,1
NY324010,SAYVILLE MARINA PARK,NY,SUFFOLK,"RAINFALL, ELEVATED BACTERIA","PREEMPTORY ACTION, ENTEROCOCCI","STORM, WILDLIFE",16,36,5,11,0
NY332613,BLUE WATER BEACH,NY,CHAUTAUQUA,ELEVATED BACTERIA,ECOLI,STORM,1,2,1,0,0
NY342581,SOUND BEACH POA - EAST,NY,SUFFOLK,"RAINFALL, ELEVATED BACTERIA","PREEMPTORY ACTION, ENTEROCOCCI",STORM,2,3,1,1,0
NY344249,FRIENDSHIP DRIVE BEACH,NY,SUFFOLK,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, PREEMPTORY ACTION",STORM,11,20,1,10,0
NY346072,KRULL PARK (OLCOTT BEACH),NY,NIAGARA,ELEVATED BACTERIA,ECOLI,STORM,2,4,2,0,0
NY348173,STEHLI BEACH,NY,NASSAU,RAINFALL,PREEMPTORY ACTION,STORM,18,22,0,18,0
NY348222,WESTCOTT BEACH STATE PARK - KIDDIE BEACH,NY,JEFFERSON,"POLICY, ELEVATED BACTERIA","OTHER, PREEMPTORY ACTION, ECOLI","ALGAE, UNKNOWN, STORM",10,33,10,0,0
NY352572,DAVENPORT CLUB,NY,WESTCHESTER,"RAINFALL, SEWAGE, ELEVATED BACTERIA","PREEMPTORY ACTION, ENTEROCOCCI","STORM, RUNOFF, UNKNOWN",14,32,13,0,1
NY352593,BAYPORT BEACH,NY,SUFFOLK,"RAINFALL, ELEVATED BACTERIA","PREEMPTORY ACTION, ENTEROCOCCI",STORM,19,44,7,12,0
NY355904,POINT GRATIOT BEACH - EAST,NY,CHAUTAUQUA,"RAINFALL, MODEL, ELEVATED BACTERIA","PREEMPTORY ACTION, ECOLI","RUNOFF, UNKNOWN, STORM",19,30,10,0,9
NY357913,TOWN PARK - POINT LOOKOUT,NY,NASSAU,OTHER,OTHER,UNKNOWN,1,1,1,0,0
NY365886,ISLIP BEACH,NY,SUFFOLK,"RAINFALL, ELEVATED BACTERIA","PREEMPTORY ACTION, ENTEROCOCCI",STORM,15,26,3,12,0
NY370065,HEAD OF THE BAY CLUB,NY,SUFFOLK,"RAINFALL, ELEVATED BACTERIA","PREEMPTORY ACTION, ENTEROCOCCI",STORM,13,21,1,12,0
NY375131,BAYVIEW BEACH,NY,SUFFOLK,RAINFALL,PREEMPTORY ACTION,STORM,11,18,0,11,0
NY380652,THEODORE ROOSEVELT BEACH,NY,NASSAU,RAINFALL,PREEMPTORY ACTION,STORM,19,24,0,19,0
NY382589,SHORT BEACH,NY,SUFFOLK,"RAINFALL, ELEVATED BACTERIA","PREEMPTORY ACTION, ENTEROCOCCI",STORM,12,20,1,11,0
NY386625,HAVEN'S BEACH,NY,SUFFOLK,RAINFALL,PREEMPTORY ACTION,STORM,9,16,0,9,0
NY388768,WHITE CROSS FISHING CLUB,NY,BRONX,"RAINFALL, ELEVATED BACTERIA","PREEMPTORY ACTION, ENTEROCOCCI","COMBINED SEWER OVERFLOW, STORM",16,118,0,13,3
NY397308,WESTCHESTER COUNTRY CLUB BEACH,NY,WESTCHESTER,ELEVATED BACTERIA,ENTEROCOCCI,"UNKNOWN, STORM",2,5,0,0,2
NY401374,SHIRLEY BEACH,NY,SUFFOLK,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, PREEMPTORY ACTION",STORM,18,41,7,11,0
NY404494,LONG BEACH,NY,SUFFOLK,"RAINFALL, ELEVATED BACTERIA","PREEMPTORY ACTION, ENTEROCOCCI",STORM,13,21,1,12,0
NY405933,WEST OAKS RECREATION CLUB,NY,SUFFOLK,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, PREEMPTORY ACTION",STORM,15,30,4,11,0
NY406101,FLEETS COVE BEACH,NY,SUFFOLK,"RAINFALL, ELEVATED BACTERIA","PREEMPTORY ACTION, ENTEROCOCCI",STORM,18,37,5,13,0
NY412748,DURAND BEACH,NY,MONROE,"RAINFALL, MODEL","PREEMPTORY ACTION, OTHER","RUNOFF, UNKNOWN",6,8,6,0,0
NY415113,TOWN PARK - AREA D SANDS/LIDO/ANCHOR,NY,NASSAU,OTHER,OTHER,UNKNOWN,1,1,1,0,0
NY417062,SCHUYLER HILL CIVIC ASSOCIATION,NY,BRONX,"RAINFALL, ELEVATED BACTERIA","PREEMPTORY ACTION, ENTEROCOCCI","COMBINED SEWER OVERFLOW, STORM",19,69,0,16,3
NY418821,ORIENT BEACH STATE PARK,NY,SUFFOLK,ELEVATED BACTERIA,ENTEROCOCCI,"STORM, WILDLIFE, UNKNOWN",4,6,1,0,3
NY423768,TOWN OF HANOVER BEACH,NY,CHAUTAUQUA,ELEVATED BACTERIA,ECOLI,"UNKNOWN, STORM",4,5,4,0,0
NY429358,WHITESTONE BOOSTER CIVIC ASSOCIATION,NY,QUEENS,"RAINFALL, ELEVATED BACTERIA","PREEMPTORY ACTION, ENTEROCOCCI","COMBINED SEWER OVERFLOW, STORM",20,106,0,15,5
NY451928,TERRACES ON THE SOUND,NY,SUFFOLK,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, PREEMPTORY ACTION",STORM,13,24,2,11,0
NY452361,SURF CLUB,NY,WESTCHESTER,"ELEVATED BACTERIA, RAINFALL, SEWAGE","ENTEROCOCCI, PREEMPTORY ACTION","STORM, UNKNOWN, RUNOFF",15,34,14,0,1
NY454907,ISLAND PARK BEACH,NY,NASSAU,RAINFALL,PREEMPTORY ACTION,STORM,17,20,0,17,0
NY466279,WEST ISLIP BEACH,NY,SUFFOLK,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, PREEMPTORY ACTION","STORM, WILDLIFE",21,42,10,11,0
NY466491,ORIENTA BEACH CLUB,NY,WESTCHESTER,"RAINFALL, SEWAGE",PREEMPTORY ACTION,"STORM, RUNOFF",13,29,13,0,0
NY470082,BAYBERRY COVE BEACH,NY,SUFFOLK,"RAINFALL, ELEVATED BACTERIA","PREEMPTORY ACTION, ENTEROCOCCI",STORM,13,24,1,12,0
NY471816,CALLAHAN'S BEACH,NY,SUFFOLK,RAINFALL,PREEMPTORY ACTION,STORM,13,20,0,13,0
NY477769,HOBART BEACH - BAY,NY,SUFFOLK,RAINFALL,PREEMPTORY ACTION,STORM,13,20,0,13,0
NY482754,PHILIP HEALEY,NY,NASSAU,RAINFALL,PREEMPTORY ACTION,STORM,18,22,0,18,0
NY498489,SHOREHAM VILLAGE BEACH,NY,SUFFOLK,RAINFALL,PREEMPTORY ACTION,STORM,11,18,0,11,0
NY501691,ONTARIO BEACH,NY,MONROE,"OTHER, MODEL, RAINFALL","OTHER, PREEMPTORY ACTION","UNKNOWN, STORM, ALGAE, RUNOFF",14,26,14,0,0
NY503509,CENTRE ISLAND - SOUND BEACH,NY,NASSAU,RAINFALL,PREEMPTORY ACTION,STORM,19,24,0,19,0
NY504437,COLD SPRING HARBOR BEACH CLUB,NY,SUFFOLK,"RAINFALL, ELEVATED BACTERIA","PREEMPTORY ACTION, ENTEROCOCCI",STORM,14,24,2,12,0
NY511181,EAST ISLIP BEACH,NY,SUFFOLK,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, PREEMPTORY ACTION",STORM,15,26,3,12,0
NY526586,MIDLAND BEACH,NY,RICHMOND,ELEVATED BACTERIA,ENTEROCOCCI,"COMBINED SEWER OVERFLOW, STORM",2,4,0,0,2
NY527095,MANHATTAN BEACH,NY,KINGS,ELEVATED BACTERIA,ENTEROCOCCI,"COMBINED SEWER OVERFLOW, STORM",2,10,0,0,2
NY529956,CRESCENT BEACH,NY,NASSAU,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,2,203,2,0,0
NY530635,BENJAMINS BEACH,NY,SUFFOLK,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, PREEMPTORY ACTION",STORM,26,66,16,10,0
NY536776,LIDO BEACH WEST,NY,NASSAU,OTHER,OTHER,UNKNOWN,1,1,1,0,0
NY543959,FAIR HAVEN BEACH STATE PARK - WEST,NY,CAYUGA,ELEVATED BACTERIA,ECOLI,UNKNOWN,1,2,0,0,1
NY549702,MORRIS YACHT AND BEACH CLUB,NY,BRONX,"RAINFALL, ELEVATED BACTERIA","PREEMPTORY ACTION, ENTEROCOCCI","COMBINED SEWER OVERFLOW, STORM",19,41,0,18,1
NY553462,STEERS BEACH,NY,SUFFOLK,"RAINFALL, ELEVATED BACTERIA","PREEMPTORY ACTION, ENTEROCOCCI",STORM,15,27,2,13,0
NY555335,SOUTH BEACH,NY,RICHMOND,ELEVATED BACTERIA,ENTEROCOCCI,"COMBINED SEWER OVERFLOW, STORM",6,25,1,0,5
NY556078,BEDFORD CREEK MARINA AND CAMPGROUND,NY,JEFFERSON,ELEVATED BACTERIA,ECOLI,UNKNOWN,1,3,1,0,0
NY556753,JONES BEACH STATE PARK - CENTRAL - CENTRAL MALL,NY,NASSAU,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,1,3,0,0,1
NY558450,PRYIBIL BEACH,NY,NASSAU,RAINFALL,PREEMPTORY ACTION,STORM,19,24,0,19,0
NY563977,BEECH ROAD BEACH,NY,SUFFOLK,"RAINFALL, ELEVATED BACTERIA","PREEMPTORY ACTION, ENTEROCOCCI",STORM,14,26,4,10,0
NY565139,NORTH HEMPSTEAD BEACH PARK (BAR BEACH),NY,NASSAU,RAINFALL,PREEMPTORY ACTION,STORM,23,28,0,23,0
NY569623,HAMBURG BATHING BEACH,NY,ERIE,"ELEVATED BACTERIA, MODEL, POLICY, RAINFALL","ECOLI, PREEMPTORY ACTION","RUNOFF, UNKNOWN",38,70,38,0,0
NY571635,WINCOMA BEACH,NY,SUFFOLK,"RAINFALL, ELEVATED BACTERIA","PREEMPTORY ACTION, ENTEROCOCCI",STORM,14,22,1,13,0
NY572777,SOUND VIEW BEACH ASSOCIATION,NY,SUFFOLK,"RAINFALL, ELEVATED BACTERIA","PREEMPTORY ACTION, ENTEROCOCCI",STORM,12,22,1,11,0
NY574303,REEVES BEACH,NY,SUFFOLK,ELEVATED BACTERIA,ENTEROCOCCI,STORM,1,3,1,0,0
NY582799,DANISH AMERICAN BEACH CLUB,NY,BRONX,"RAINFALL, ELEVATED BACTERIA","PREEMPTORY ACTION, ENTEROCOCCI","COMBINED SEWER OVERFLOW, STORM",16,106,0,13,3
NY585012,HEWLETT BEACH,NY,NASSAU,RAINFALL,PREEMPTORY ACTION,STORM,20,24,0,20,0
NY594059,SEAVIEW BEACH ASSOCIATION - BAY,NY,SUFFOLK,ELEVATED BACTERIA,ENTEROCOCCI,STORM,1,3,1,0,0
NY598076,THE CREEK BEACH,NY,NASSAU,RAINFALL,PREEMPTORY ACTION,STORM,21,26,0,21,0
NY603669,AMERICAN YACHT CLUB,NY,WESTCHESTER,ELEVATED BACTERIA,ENTEROCOCCI,"STORM, UNKNOWN",2,5,0,0,2
NY603914,WILDWOOD STATE PARK BEACH,NY,SUFFOLK,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,2,8,2,0,0
NY612297,MILLER PLACE PARK BEACH,NY,SUFFOLK,RAINFALL,PREEMPTORY ACTION,STORM,11,18,0,11,0
NY612795,SCOTTS BEACH,NY,SUFFOLK,RAINFALL,PREEMPTORY ACTION,STORM,12,19,0,12,0
NY614242,ROBERT MOSES STATE PARK - LONG ISLAND - FIELD 4,NY,SUFFOLK,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,1,1,0,0,1
NY615322,STONY BROOK BEACH,NY,SUFFOLK,"RAINFALL, ELEVATED BACTERIA","PREEMPTORY ACTION, ENTEROCOCCI",STORM,12,23,1,11,0
NY617089,AMERICAN TURNERS,NY,BRONX,"RAINFALL, ELEVATED BACTERIA","PREEMPTORY ACTION, ENTEROCOCCI","COMBINED SEWER OVERFLOW, STORM",13,117,0,12,1
NY623549,MORGAN MEMORIAL BEACH,NY,NASSAU,"RAINFALL, ELEVATED BACTERIA","PREEMPTORY ACTION, ENTEROCOCCI","STORM, UNKNOWN",21,29,1,20,0
NY626819,WOODLAWN BEACH STATE PARK,NY,ERIE,"ELEVATED BACTERIA, RAINFALL, MODEL, OTHER, SEWAGE","ECOLI, PREEMPTORY ACTION","UNKNOWN, STORM, SANITARY SEWER OVERFLOW",47,98,45,2,0
NY629541,SHORE ACRES CLUB,NY,WESTCHESTER,"RAINFALL, SEWAGE",PREEMPTORY ACTION,"STORM, RUNOFF",13,29,13,0,0
NY630087,GERRITSEN/KIDDIE BEACH,NY,KINGS,"RAINFALL, ELEVATED BACTERIA","PREEMPTORY ACTION, ENTEROCOCCI","COMBINED SEWER OVERFLOW, STORM",23,68,0,18,5
NY635615,WRIGHT PARK - EAST,NY,CHAUTAUQUA,"MODEL, RAINFALL",PREEMPTORY ACTION,"UNKNOWN, STORM, RUNOFF",10,15,5,0,5
NY638536,LLOYD HARBOR ESTATES,NY,SUFFOLK,ELEVATED BACTERIA,ENTEROCOCCI,STORM,1,3,1,0,0
NY643679,TANNER PARK,NY,SUFFOLK,"RAINFALL, ELEVATED BACTERIA","PREEMPTORY ACTION, ENTEROCOCCI",STORM,17,134,10,7,0
NY645739,NISSEQUOGUE POINT BEACH,NY,SUFFOLK,"RAINFALL, ELEVATED BACTERIA","PREEMPTORY ACTION, ENTEROCOCCI",STORM,15,27,3,12,0
NY648214,BROADWAY BEACH,NY,SUFFOLK,"RAINFALL, ELEVATED BACTERIA","PREEMPTORY ACTION, ENTEROCOCCI",STORM,10,20,2,8,0
NY650888,SOUNDSIDE BEACH,NY,NASSAU,RAINFALL,PREEMPTORY ACTION,STORM,19,24,0,19,0
NY653743,SHENOROCK SHORE CLUB,NY,WESTCHESTER,ELEVATED BACTERIA,ENTEROCOCCI,STORM,1,3,0,0,1
NY657238,HECKSCHER STATE PARK - WEST BEACH,NY,SUFFOLK,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,3,6,3,0,0
NY668366,LITTLE BAY BEACH,NY,SUFFOLK,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, PREEMPTORY ACTION",STORM,12,27,1,11,0
NY687619,WOODHULL LANDING,NY,SUFFOLK,"RAINFALL, ELEVATED BACTERIA","PREEMPTORY ACTION, ENTEROCOCCI",STORM,12,21,1,11,0
NY689454,AMITYVILLE BEACH,NY,SUFFOLK,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, PREEMPTORY ACTION","OTHER, STORM, WILDLIFE",20,40,11,9,0
NY696743,FIDDLERS GREEN ASSOCIATION,NY,SUFFOLK,ELEVATED BACTERIA,ENTEROCOCCI,STORM,2,5,2,0,0
NY702605,CRESCENT BEACH - SUFFOLK,NY,SUFFOLK,RAINFALL,PREEMPTORY ACTION,STORM,13,20,0,13,0
NY707687,CENTERPORT YACHT CLUB,NY,SUFFOLK,"RAINFALL, ELEVATED BACTERIA, SEWAGE","PREEMPTORY ACTION, ENTEROCOCCI","STORM, WILDLIFE, OTHER",19,39,3,15,1
NY713375,WEST NECK BEACH,NY,SUFFOLK,RAINFALL,PREEMPTORY ACTION,STORM,13,20,0,13,0
NY729319,PRICES BEND BEACH,NY,SUFFOLK,"RAINFALL, ELEVATED BACTERIA","PREEMPTORY ACTION, ENTEROCOCCI",STORM,15,27,2,13,0
NY749215,SUNKEN MEADOW STATE PARK - EAST,NY,SUFFOLK,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,1,2,0,0,1
NY750252,JONES BEACH STATE PARK - ZACHS BAY,NY,NASSAU,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,3,9,3,0,0
NY753343,BRENNAN'S BEACH,NY,OSWEGO,ELEVATED BACTERIA,ECOLI,UNKNOWN,1,7,1,0,0
NY753946,LATTINGTOWN BEACH,NY,NASSAU,"RAINFALL, ELEVATED BACTERIA","PREEMPTORY ACTION, ENTEROCOCCI","STORM, UNKNOWN",19,28,1,18,0
NY764458,BAY HILLS POA,NY,SUFFOLK,"RAINFALL, ELEVATED BACTERIA","PREEMPTORY ACTION, ENTEROCOCCI",STORM,15,28,3,12,0
NY770232,LIDO BEACH PARK DISTRICT,NY,NASSAU,OTHER,OTHER,UNKNOWN,1,1,1,0,0
NY779726,SCHUBERT BEACH,NY,SUFFOLK,"RAINFALL, ELEVATED BACTERIA","PREEMPTORY ACTION, ENTEROCOCCI",STORM,13,21,1,12,0
NY780418,COREY CREEK BEACH,NY,SUFFOLK,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, PREEMPTORY ACTION",STORM,14,32,4,10,0
NY790817,TIDES PROPERTY OWNERS ASSOCIATION,NY,SUFFOLK,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, PREEMPTORY ACTION",STORM,15,40,5,10,0
NY817008,BAYCREST ASSOCIATION BEACH,NY,SUFFOLK,"RAINFALL, ELEVATED BACTERIA","PREEMPTORY ACTION, ENTEROCOCCI",STORM,14,22,1,13,0
NY817429,ORCHARD BEACH,NY,BRONX,ELEVATED BACTERIA,ENTEROCOCCI,"COMBINED SEWER OVERFLOW, STORM",1,2,0,0,1
NY818686,MANHEM BEACH CLUB,NY,BRONX,"RAINFALL, ELEVATED BACTERIA","PREEMPTORY ACTION, ENTEROCOCCI","COMBINED SEWER OVERFLOW, STORM",18,100,0,14,4
NY826038,VENETIAN SHORES,NY,SUFFOLK,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, PREEMPTORY ACTION","WILDLIFE, STORM",18,53,8,10,0
NY835985,INDIAN FIELD BEACH,NY,SUFFOLK,RAINFALL,PREEMPTORY ACTION,STORM,11,18,0,11,0
NY839114,LAKE ERIE BEACH,NY,ERIE,"MODEL, ELEVATED BACTERIA, POLICY",ECOLI,"RUNOFF, UNKNOWN",17,27,17,0,0
NY843314,KNOLLWOOD BEACH,NY,SUFFOLK,"RAINFALL, ELEVATED BACTERIA","PREEMPTORY ACTION, ENTEROCOCCI",STORM,18,38,5,13,0
NY847981,BEACH POINT CLUB,NY,WESTCHESTER,"RAINFALL, SEWAGE",PREEMPTORY ACTION,"STORM, RUNOFF",13,29,13,0,0
NY851326,GRANTLAND BEACH,NY,SUFFOLK,RAINFALL,PREEMPTORY ACTION,STORM,11,18,0,11,0
NY858623,HAMLIN BEACH STATE PARK - H4A,NY,MONROE,ELEVATED BACTERIA,ECOLI,UNKNOWN,9,17,9,0,0
NY871151,SOUND BEACH POA - WEST,NY,SUFFOLK,"RAINFALL, ELEVATED BACTERIA","PREEMPTORY ACTION, ENTEROCOCCI","STORM, WILDLIFE",16,33,5,11,0
NY875624,HOBART BEACH - INLET,NY,SUFFOLK,RAINFALL,PREEMPTORY ACTION,STORM,13,20,0,13,0
NY888426,DOUGLASTON HOMEOWNERS ASSOCIATION,NY,QUEENS,"RAINFALL, ELEVATED BACTERIA","PREEMPTORY ACTION, ENTEROCOCCI","COMBINED SEWER OVERFLOW, SEPTIC, STORM",14,167,0,10,4
NY890584,CEDAR GROVE,NY,RICHMOND,ELEVATED BACTERIA,ENTEROCOCCI,"COMBINED SEWER OVERFLOW, STORM",6,29,0,0,6
NY893286,TOWN PARK - CAMP ANCHOR,NY,NASSAU,OTHER,OTHER,UNKNOWN,1,1,1,0,0
NY900596,JONES BEACH STATE PARK - CENTRAL - FIELD 6,NY,NASSAU,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,1,2,0,0,1
NY905064,JONES BEACH STATE PARK - CENTRAL - FIELD 2,NY,NASSAU,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,1,4,0,0,1
NY905795,TAPPEN BEACH,NY,NASSAU,"RAINFALL, ELEVATED BACTERIA","PREEMPTORY ACTION, ENTEROCOCCI","STORM, UNKNOWN",20,31,2,18,0
NY907198,KINGSBOROUGH COMMUNITY COLLEGE,NY,KINGS,ELEVATED BACTERIA,ENTEROCOCCI,"COMBINED SEWER OVERFLOW, STORM",2,27,0,0,2
NY908578,SUNKEN MEADOW STATE PARK,NY,SUFFOLK,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,6,11,1,0,5
NY921942,LLOYD NECK BATH CLUB,NY,SUFFOLK,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, PREEMPTORY ACTION",STORM,14,23,1,13,0
NY927224,CENTERPORT BEACH,NY,SUFFOLK,RAINFALL,PREEMPTORY ACTION,STORM,13,20,0,13,0
NY937940,HARBOR ISLAND BEACH,NY,WESTCHESTER,"SEWAGE, RAINFALL",PREEMPTORY ACTION,"STORM, RUNOFF",13,29,13,0,0
NY944001,CAMP DEWOLFE,NY,SUFFOLK,ELEVATED BACTERIA,ENTEROCOCCI,STORM,2,8,2,0,0
NY948050,HOLIDAY BEACH,NY,SUFFOLK,ELEVATED BACTERIA,ENTEROCOCCI,STORM,1,2,1,0,0
NY948448,COVELEIGH BEACH CLUB,NY,WESTCHESTER,"ELEVATED BACTERIA, RAINFALL, SEWAGE","ENTEROCOCCI, PREEMPTORY ACTION","UNKNOWN, STORM, RUNOFF",13,29,12,0,1
NY954310,SHOREHAM SHORE CLUB,NY,SUFFOLK,RAINFALL,PREEMPTORY ACTION,STORM,11,18,0,11,0
NY958766,MAMARONECK BEACH AND CABANA CLUB,NY,WESTCHESTER,"RAINFALL, SEWAGE, ELEVATED BACTERIA","PREEMPTORY ACTION, ENTEROCOCCI","STORM, UNKNOWN, RUNOFF",15,35,13,0,2
NY967019,BILTMORE BEACH,NY,NASSAU,"RAINFALL, ELEVATED BACTERIA","PREEMPTORY ACTION, ENTEROCOCCI","STORM, UNKNOWN",15,57,2,13,0
NY975269,PIPING ROCK BEACH,NY,NASSAU,RAINFALL,PREEMPTORY ACTION,STORM,21,26,0,21,0
NY979731,SEA CLIFF BEACH,NY,NASSAU,RAINFALL,PREEMPTORY ACTION,STORM,20,25,0,20,0
NY984279,BRIGHTWATERS BEACH,NY,SUFFOLK,"RAINFALL, ELEVATED BACTERIA","PREEMPTORY ACTION, ENTEROCOCCI",STORM,13,22,1,12,0
